name,responsibility,salary_from,salary_to,currency,url,area_name
Специалист технической поддержки                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"Наблюдение и контроль работы систем мониторинга. Первичная диагностика неисправностей. Взаимодействие с клиентами, выявление потребностей.                                                                                                                                                                                                                                                                                                                                                                                      ",25000,0,RUR                                                             ,https://career.ru/vacancy/25723448                                                                                              ,Россия                                                          
Инженер ОПС                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,"Монтаж, техническое обслуживание и ремонт ОПС на объектах Заказчиков. Разъездной характер работы.                                                                                                                                                                                                                                                                                                                                                                                                                               ",30000,0,RUR                                                             ,https://hh.ru/vacancy/28040135                                                                                                  ,Россия                                                          
Юрист                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,"Подготовка юридических документов (заключения, претензии, исковые заявления, локальные акты, договоры и т.д.). Консультирование руководства, персонала или клиентов.                                                                                                                                                                                                                                                                                                                                                            ",20000,0,RUR                                                             ,https://hh.ru/vacancy/28499123                                                                                                  ,Россия                                                          
Охранник                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Охрана имущества заказчика. Пропускной режим. Контроль соблюдения порядка на объекте.                                                                                                                                                                                                                                                                                                                                                                                                                                           ,25000,0,RUR                                                             ,https://hh.ru/vacancy/28018469                                                                                                  ,Россия                                                          
Заведующий учебной частью со знанием английского языка                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Организация учебного процесса в языковой частной школе.                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,30000,0,RUR                                                             ,https://hh.ru/vacancy/28278525                                                                                                  ,Россия                                                          
Экономист отдела сопровождения кредитных проектов юридических лиц                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,Сопровождение кредитных проектов: Подготовка договоров по сделке. Осуществление контроля за целевым использованием. Контроль за выполнением отлагательных и дополнительных условий кредитования.                                                                                                                                                                                                                                                                                                                                ,27800,0,RUR                                                             ,https://hh.ru/vacancy/28105555                                                                                                  ,Россия                                                          
Менеджер по работе с клиентами                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,"Подготовка списка потенциальных клиентов, холодные звонки, подготовка коммерческих предложений, поиск и выяснение лиц принимающих решение, систематическое изучение потребностей клиентов, сбор...                                                                                                                                                                                                                                                                                                                              ",25000,0,RUR                                                             ,https://hh.ru/vacancy/28380265                                                                                                  ,Россия                                                          
Юрист - помощник арбитражного управляющего                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,"Участие в заседаниях арбитражных судов, заключение договоров, составление ходатайств в суд. Работа с клиентами, составление запросов, ходатайств, документации в рамках...                                                                                                                                                                                                                                                                                                                                                      ",20000,25000,RUR                                                             ,https://career.ru/vacancy/28187495                                                                                              ,Россия                                                          
Помощник бухгалтера-оператор                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,"Обязанности: Выписка, оприходование товара, списание.Обработка первичной документации. Учет реализации в программах 1С:Управление Торговлей. 8,3 Общение с клиентами.                                                                                                                                                                                                                                                                                                                                                           ",15000,20000,RUR                                                             ,https://hh.ru/vacancy/28380227                                                                                                  ,Россия                                                          
Бармен-кассир                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,"Приготовление Смузи, Фрешей, Кофе, Милкшейков. Открытие, закрытие смены. Накладка мороженого! Рассчитывать гостей (наличный/безналичный).                                                                                                                                                                                                                                                                                                                                                                                       ",25000,30000,RUR                                                             ,https://hh.ru/vacancy/28380225                                                                                                  ,Россия                                                          
Менеджер по подбору персонала (HR менеджер)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,"Прием заявок на подбор сотрудников. Составление портрета кандидата. Анализ региона и выбор источника размещения вакансии. Первичное собеседование (скайп, телефон, вотсап).                                                                                                                                                                                                                                                                                                                                                     ",30000,0,RUR                                                             ,https://career.ru/vacancy/28247346                                                                                              ,Россия                                                          
Менеджер отдела продаж                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,null                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,25000,0,RUR                                                             ,https://hh.ru/vacancy/28105594                                                                                                  ,Россия                                                          
Сортировщик                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,Сортировка вторичного полиэтилена от посторонних примесей и включений (пленка закупается в торговых сетях).                                                                                                                                                                                                                                                                                                                                                                                                                     ,25000,0,RUR                                                             ,https://hh.ru/vacancy/26568549                                                                                                  ,Россия                                                          
Web-программист (Junior)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Разработка и поддержка существующей системы. Обсуждение реализации функционала. Предложение и внедрение новых решений.                                                                                                                                                                                                                                                                                                                                                                                                          ,20000,30000,RUR                                                             ,https://career.ru/vacancy/22416573                                                                                              ,Россия                                                          
Специалист технической поддержки                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"Наблюдение и контроль работы систем мониторинга. Первичная диагностика неисправностей. Взаимодействие с клиентами, выявление потребностей.                                                                                                                                                                                                                                                                                                                                                                                      ",25000,0,RUR                                                             ,https://career.ru/vacancy/25723448                                                                                              ,Россия                                                          
Инженер ОПС                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,"Монтаж, техническое обслуживание и ремонт ОПС на объектах Заказчиков. Разъездной характер работы.                                                                                                                                                                                                                                                                                                                                                                                                                               ",30000,0,RUR                                                             ,https://hh.ru/vacancy/28040135                                                                                                  ,Россия                                                          
Юрист                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,"Подготовка юридических документов (заключения, претензии, исковые заявления, локальные акты, договоры и т.д.). Консультирование руководства, персонала или клиентов.                                                                                                                                                                                                                                                                                                                                                            ",20000,0,RUR                                                             ,https://hh.ru/vacancy/28499123                                                                                                  ,Россия                                                          
Охранник                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Охрана имущества заказчика. Пропускной режим. Контроль соблюдения порядка на объекте.                                                                                                                                                                                                                                                                                                                                                                                                                                           ,25000,0,RUR                                                             ,https://hh.ru/vacancy/28018469                                                                                                  ,Россия                                                          
Заведующий учебной частью со знанием английского языка                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Организация учебного процесса в языковой частной школе.                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,30000,0,RUR                                                             ,https://hh.ru/vacancy/28278525                                                                                                  ,Россия                                                          
Экономист отдела сопровождения кредитных проектов юридических лиц                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,Сопровождение кредитных проектов: Подготовка договоров по сделке. Осуществление контроля за целевым использованием. Контроль за выполнением отлагательных и дополнительных условий кредитования.                                                                                                                                                                                                                                                                                                                                ,27800,0,RUR                                                             ,https://hh.ru/vacancy/28105555                                                                                                  ,Россия                                                          
Менеджер по работе с клиентами                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,"Подготовка списка потенциальных клиентов, холодные звонки, подготовка коммерческих предложений, поиск и выяснение лиц принимающих решение, систематическое изучение потребностей клиентов, сбор...                                                                                                                                                                                                                                                                                                                              ",25000,0,RUR                                                             ,https://hh.ru/vacancy/28380265                                                                                                  ,Россия                                                          
Юрист - помощник арбитражного управляющего                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,"Участие в заседаниях арбитражных судов, заключение договоров, составление ходатайств в суд. Работа с клиентами, составление запросов, ходатайств, документации в рамках...                                                                                                                                                                                                                                                                                                                                                      ",20000,25000,RUR                                                             ,https://career.ru/vacancy/28187495                                                                                              ,Россия                                                          
Помощник бухгалтера-оператор                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,"Обязанности: Выписка, оприходование товара, списание.Обработка первичной документации. Учет реализации в программах 1С:Управление Торговлей. 8,3 Общение с клиентами.                                                                                                                                                                                                                                                                                                                                                           ",15000,20000,RUR                                                             ,https://hh.ru/vacancy/28380227                                                                                                  ,Россия                                                          
Бармен-кассир                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,"Приготовление Смузи, Фрешей, Кофе, Милкшейков. Открытие, закрытие смены. Накладка мороженого! Рассчитывать гостей (наличный/безналичный).                                                                                                                                                                                                                                                                                                                                                                                       ",25000,30000,RUR                                                             ,https://hh.ru/vacancy/28380225                                                                                                  ,Россия                                                          
